id,fen,sol,turn,rating,n_moves
LSeww,2r3k1/R2R2p1/7p/1q2p3/8/1P5P/P4PP1/6K1 w - - 5 32,d7g7 g8h8 g7h7,w,923,3
Os7CA,5r2/QR2Rpqk/7p/8/8/7p/P1r2PP1/6K1 w - - 0 27,e7f7 c2c1 g1h2 g7f7 b7f7,w,923,5
qDlck,6k1/1R4B1/1p1p1P1P/2b5/p1P5/P7/1P3r1r/1K1R4 b - - 0 49,f2b2 b1a1 b2a2,b,924,3
xBE3E,4rk2/R2R1p1p/5p1N/2p3pb/2P5/1P5P/P3r1P1/6K1 w - - 4 28,d7f7 h5f7 a7f7,w,924,3
yB7kr,7k/p5p1/7p/8/1P6/P3Q1PP/r2q1rPK/4R1R1 b - - 10 34,f2g2 g1g2 d2g2,b,924,3
62wDe,2kr4/1pp1R1R1/p7/2pP4/3n3r/2N4p/P4K1P/8 w - - 8 34,e7c7 c8b8 c7b7 b8a8 b7a7,w,926,5
gUXwB,8/1Q3ppk/4p3/p2p4/8/6PP/r1r2P2/4RK2 b - - 0 30,c2f2 f1g1 f2g2 g1h1 g2h2,b,926,5
UkFLl,2r2k2/RR2pp2/3p2p1/3P3p/8/5P2/5KPP/2r5 w - h6 0 32,b7e7 f8g8 e7f7,w,927,3
rZp3h,6r1/p1R1R1pk/1p3Pn1/7p/5B2/7K/5P1P/r7 w - - 5 38,e7g7 g8g7 c7g7,w,927,3
H7l5t,5K2/1R1R2pk/8/5p2/8/8/6qP/8 w - - 0 45,d7g7 g2g7 b7g7,w,928,3
ZVdP9,8/6pp/5k2/5p2/P1R2K1P/4P1P1/r2r1P2/5R2 b - - 2 36,d2f2 f1f2 a2f2,b,928,3
dCMKB,5r2/2RR1p1p/4p1p1/4rk2/7P/6P1/5PK1/8 w - - 3 48,d7f7 f8f7 c7f7,w,928,3
dUCEB,r1b4r/ppR2R2/2n5/4b3/3pN1pk/2PB4/PP6/6K1 w - - 6 26,f7h7 h8h7 c7h7,w,929,3
XvCVX,8/p1R1R3/1p3rk1/6p1/8/1P4KP/5r2/8 w - - 2 43,e7g7 g6h6 g7h7,w,930,3
Rsise,2r5/R5R1/p1p2p1k/1p2p3/4P3/1KP3P1/PP3r2/8 w - - 0 39,g7h7 h6g5 a7g7,w,931,3
bbG7s,2r5/RRr2ppp/2k5/3p4/8/6P1/P4P1P/5K2 w - - 3 28,b7c7 c8c7 a7c7,w,931,3
dgAGE,4r1k1/RR2r1pp/2p5/5p2/2P5/5KP1/8/8 w - - 0 37,b7e7 e8e7 a7e7,w,931,3
w3bvr,8/8/3R2pp/p4k2/P4Pp1/1P4P1/1rr4P/4R1K1 b - - 0 36,c2g2 g1h1 g2h2,b,931,3
QrC0h,1r6/R5R1/3pp1pk/n4p2/3Pp3/4P1K1/r5PP/8 w - - 1 32,g7h7 h6g5 h2h4 g5f6 a7f7,w,932,5
g7ozb,8/RRp1q1kp/6p1/3Qp3/8/7P/P1P1rrP1/6K1 w - - 3 35,b7c7 e7c7 a7c7,w,932,3
9W5qI,8/1R2R2p/2Np2pk/3Pp3/4Pp2/4qP1P/6PK/r7 w - - 20 55,e7h7 h6g5 h3h4 g5f6 b7f7,w,933,5
BI2m6,8/p1b3k1/1pp4p/7P/3P4/P1P5/1P1Nrr2/1K4Q1 b - - 1 36,f2g2 g1g2 e2g2,b,933,3
K70yg,5rk1/1RR3p1/4p2p/3p2r1/1P5n/4P3/1B4PP/7K w - - 2 31,c7g7 g5g7 b7g7,w,933,3
9LRmJ,4rk2/R2R1pbp/6p1/1p2p3/7n/1N2P2P/P1r2PP1/6K1 w - - 0 28,d7f7 f8g8 f7g7,w,934,3
mJd8z,8/8/1R3p2/5Pk1/1P6/P5P1/2rr3P/4R1K1 b - - 0 34,d2g2 g1h1 g2h2,b,934,3
DnfWI,8/8/5p2/R3p1k1/P7/5R1K/2rr1P2/8 b - - 0 49,d2f2 f3f2 c2f2,b,935,3
H6lMm,8/5p1k/pp2p1p1/8/2R4P/4QPK1/r2r3P/8 b - - 6 37,d2g2 g3h3 g2h2,b,935,3
Hvyzd,5r1k/ppR3R1/7p/8/8/Pb4P1/1r1p1P1P/6K1 w - - 4 32,g7h7 h8g8 c7g7,w,935,3
YCzop,6k1/p2Q1ppp/8/3p4/5P2/5bP1/2rr2RK/4R3 b - - 2 31,d2g2 h2h3 g2h2,b,936,3
yoixa,1r3rB1/3RR2p/p4npk/1pp2p2/7P/P4P2/2P5/7K w - - 3 28,e7h7 f6h7 d7h7,w,936,3
t2Wyz,5r1k/1R4R1/5p1p/8/3P4/p3P1P1/q4PKP/8 w - - 4 39,g7h7 h8g8 b7g7,w,937,3
urxcS,4rk2/R2R1pp1/p1b2r2/1p5p/8/1B4P1/PP5P/6K1 w - - 2 31,d7f7 f6f7 a7f7,w,938,3
9pPdt,8/5pkp/6p1/2P2p2/3R4/3P1KP1/r2r1P1P/2R5 b - - 2 30,d2f2 f3e3 a2e2,b,939,3
I0xvW,2k1r3/pppR1Rpp/8/4p3/8/8/Pb5K/8 w - - 2 26,d7c7 c8b8 c7b7,w,939,3
UhKNb,6k1/pp3pp1/4p1n1/3pP3/3P3N/1P4Q1/Pqr1r2N/R5RK b - - 0 32,e2h2 g3h2 c2h2,b,939,3
aSXcm,r6k/1R3R2/p1p2Nrp/2P3n1/1P1P2p1/7p/1P6/6K1 w - - 4 36,f7h7 g5h7 b7h7,w,939,3
HBvGM,4rk2/p1RR4/1p5N/4n1p1/8/6P1/P4P1K/b3r3 w - - 1 40,d7f7 e5f7 c7f7,w,940,3
PId40,5rk1/QR2Rrqp/6p1/8/p1p5/P2p3P/5PP1/6K1 w - - 6 36,e7f7 g7f7 b7f7,w,940,3
UrAzZ,8/1p2RRpk/7p/8/3PK3/6qP/8/8 w - - 0 40,f7g7 g3g7 e7g7,w,940,3
ycbtj,1r3q2/R1R1p1k1/2BpPn1p/2pP1pp1/8/4QP2/1r4P1/6K1 w - - 0 40,c7e7 f8e7 a7e7,w,940,3
dLXg8,8/p1p1kp1p/8/4Ppp1/2Q5/2P1PPn1/rr4P1/3RK1R1 b - - 1 27,b2e2 c4e2 a2e2,b,941,3
KgG9J,6k1/5ppp/1q3b2/1p1BP3/8/1P3Q2/r1rR2PP/3R1K2 b - - 2 29,c2d2 d1d2 a2d2,b,942,3
66TVf,5r1k/2R3R1/6p1/7b/p7/8/6K1/8 w - - 6 43,g7h7 h8g8 c7g7,w,943,3
TDR1m,r3q1k1/1RR2r1p/6p1/4p3/p7/3P1nQP/PP4K1/8 w - - 2 33,c7f7 e8f7 b7f7,w,943,3
U314N,8/1R3R2/k1p5/1r4r1/p2K4/8/5P2/8 w - - 1 55,b7a7 a6b6 f7b7,w,943,3
fmzuX,4rk2/R2Rrp2/4nKp1/4P2p/5P2/6P1/7P/8 w - - 5 46,d7e7 e8e7 a7e7 e6c5 e7f7,w,944,5
9rD3C,4N1r1/pp1RR1pp/5pkn/8/6P1/2qb2KP/5B2/8 w - - 8 35,e7g7 g8g7 d7g7,w,945,3
EI2mf,r3r1k1/b2R1R2/p1n5/1p6/8/6B1/PPP3PP/7K w - - 10 29,f7g7 g8h8 g7h7,w,946,3
EfjSH,5k2/p7/4P2p/2p1p3/2Pp1P2/P5P1/rrB1R1KP/4bR2 b - - 2 35,b2c2 e2c2 a2c2,b,947,3
Q6FtH,4rkr1/R2R4/2p1bK2/7p/2P5/2n5/5P2/8 w - - 3 45,d7f7 e6f7 a7f7,w,947,3
XS1I7,4rk2/1RR2ppp/6n1/8/1p1r1P1P/1P4PK/8/8 w - - 1 34,c7f7 f8g8 f7g7 g8h8 g7h7,w,947,5
XYGCw,6k1/2p3pp/p4p2/P1P5/8/8/1r2rPPB/1R1R1K2 b - - 0 31,e2f2 f1g1 f2g2 g1h1 g2h2,b,947,5
q7j14,8/p1Q4p/1p2p3/3b1p2/1P6/P2BkP2/6rr/3RKR2 b - - 0 36,g2e2 d3e2 h2e2,b,947,3
PXLuK,5r2/RR3p2/4pk2/3p1n1B/3Pr2P/8/5K2/8 w - - 1 44,b7f7 f8f7 a7f7,w,948,3
Q7bGE,3q2rk/2R2R2/p2p4/1p1PP2r/8/1P1B2B1/P2b1PPp/7K w - - 0 35,f7h7 h5h7 c7h7,w,948,3
VSy9X,6k1/5pp1/7p/2R5/8/2P3NP/rr3PK1/4R3 b - - 0 30,b2f2 g2h1 f2h2,b,948,3
D3ONq,8/1p4k1/p2P2p1/P7/8/6QP/1r1r1PK1/8 b - - 1 38,d2f2 g3f2 b2f2,b,949,3
qV4zk,8/5pkp/5qp1/4p3/2P5/4Q3/rr1R1PPP/3R2K1 b - - 0 24,b2d2 e3d2 a2d2,b,949,3
AF7zt,6r1/2R2Rp1/2P1Kp2/5Pk1/8/2r5/8/8 w - - 1 51,f7g7 g8g7 c7g7,w,950,3
DNnrd,5r1k/2R1Rrbp/3Q1pp1/8/p6B/7P/q4PP1/6K1 w - - 2 24,e7f7 a2f7 c7f7,w,950,3
IUaV0,8/p1p5/kp2R2R/1n6/4BPP1/5P1K/1r4r1/8 b - - 3 39,g2h2 h3g3 b2g2,b,950,3
sgRnm,4rk2/RR3ppp/8/5P2/6P1/6K1/1p2r3/8 w - - 4 38,b7f7 f8g8 f7g7 g8h8 g7h7,w,950,5
uUgZp,8/1p2kp1p/8/2P5/7P/1P2P3/1r4r1/K1R4R b - - 4 29,b2a2 a1b1 g2b2,b,950,3
6Uls3,8/2RR2pk/7p/p6n/3B4/2P5/3K3P/4rr2 w - - 10 41,d7g7 h5g7 c7g7,w,951,3
ORyPx,8/5ppk/2Q4p/p2p3P/2PPn3/1P1KP3/P4rr1/2B5 b - - 0 36,f2d2 c1d2 g2d2,b,951,3
eqLsO,5rk1/R1R3pr/8/7p/6bP/2B5/3K4/8 w - - 11 47,c7g7 h7g7 a7g7,w,951,3
fhuiU,8/R2Rnk2/8/2p1p1r1/5b1K/1Pp5/2P5/8 w - - 4 52,d7e7 f7f6 e7f7,w,951,3
k7Kh3,8/pR2R3/k2p4/2pP2r1/2r3Pp/7P/P7/6K1 w - - 0 38,b7a7 a6b6 e7b7,w,951,3
nn852,R7/P4pk1/6p1/2p5/2P4p/4P2P/1r1r2P1/4RK2 b - - 0 32,d2f2 f1g1 f2g2 g1h1 g2h2,b,951,5
NWIvu,1r1r4/1PR3R1/4p2k/4K1p1/8/8/8/8 w - - 1 51,g7h7 h6g6 c7g7,w,952,3
ZImB4,8/8/P2Q2pk/1B1P4/3b1p2/5P1P/1r1r2PK/5R2 b - - 0 36,d2g2 h2h1 g2h2,b,952,3
y89tY,6n1/2RR1rkp/p5p1/1p2p1q1/4P3/5P2/PPP3PP/3K4 w - - 0 24,d7f7 g7h8 f7h7,w,952,3
dWnzt,8/pR2R1pk/7p/3p4/P7/5P1P/3p1KP1/q7 w - - 0 42,e7g7 a1g7 b7g7,w,953,3
i8D87,2k5/4Rp1p/p3p1p1/B2pP3/5PP1/P4R1K/1Pr3rP/8 b - - 0 30,g2h2 h3g3 c2g2,b,953,3
tjw7e,1r4k1/ppR2Rpp/1p6/8/8/5P2/r4P1P/6K1 w - - 0 27,f7g7 g8h8 g7h7,w,953,3
8Ui2g,8/5Qpk/7p/1p1pN3/1P2b3/7P/r1r3PK/6R1 b - - 0 37,c2g2 g1g2 a2g2,b,955,3
iEzNe,4k3/6p1/5p2/4pB2/4P3/PP1P1P2/1r1r4/2R1KR2 b - - 8 44,d2e2 e1d1 b2d2,b,955,3
9LJbj,3rk3/RR4pr/2p1p1Np/3nP2b/3P4/P1p5/2P5/6K1 w - - 0 36,b7e7 d5e7 a7e7,w,956,3
F0U6b,8/7p/7R/2B5/1Pk1b3/7P/r3r1PK/6R1 b - - 0 50,e2g2 g1g2 a2g2,b,956,3
PeC8k,r4n2/pR2R2p/2p4k/3p4/5Pb1/3B3q/PPP4P/6K1 w - - 1 34,e7h7 f8h7 b7h7,w,957,3
Fj1mL,5Br1/1R1R2p1/4p1kp/1p2P3/p1b2rP1/P7/6KP/8 w - - 0 44,d7g7 g8g7 b7g7,w,958,3
n3f3p,2r4k/1R4R1/2pBp1p1/8/8/4q1PP/r4PK1/8 w - - 3 37,g7h7 h8g8 b7g7,w,958,3
U66Zv,8/7R/4B1R1/4k2p/P6P/4p1P1/1rr2PK1/8 b - - 0 40,c2f2 g2h3 f2h2,b,959,3
Xc5l2,6rk/p2RR3/bp2p1P1/8/4P1p1/1P5r/3K4/8 w - - 6 30,e7h7 h3h7 d7h7,w,959,3
a9X5k,8/5pk1/3p2pp/2pPpq2/2P5/Q2P3P/1rrN1PP1/R2R2K1 b - - 2 30,c2d2 d1d2 b2d2,b,959,3
JnwQ0,5r1k/2R3R1/1p4p1/p2p1r2/8/7P/PPP5/6K1 w - - 3 26,g7h7 h8g8 c7g7,w,960,3
k7McT,r4k2/1RR2pp1/7p/p2K2P1/1p5r/1P6/P7/8 w - - 0 52,c7f7 f8g8 f7g7 g8h8 g7h7,w,960,5
BrKRq,2r3k1/1R3Rp1/1Pp4p/8/7P/3p3K/1r6/8 w - - 0 38,f7g7 g8h8 g7h7,w,961,3
Ft0k1,1b6/4kp2/7R/3B4/1N6/P7/1r2r3/6RK b - - 6 44,e2h2 h6h2 b2h2,b,961,3
RBZq4,1k6/ppn5/2p5/2PP1P2/5Q2/2P5/P3r2r/2KR4 b - - 5 43,e2c2 c1b1 c2b2 b1a1 b2a2,b,961,5
HRgGi,6rk/R5Rp/2p1p2K/4P2P/p2P2P1/2PbP3/1r6/8 w - - 5 33,g7h7 d3h7 a7h7,w,963,3
Nm4E0,8/R5R1/p4r1k/1p2p1r1/2p1P3/P1P5/1Pn4K/8 w - - 1 44,g7h7 h6g6 a7g7,w,963,3
W1NcT,8/p7/4Q1pk/3p4/3P4/2P5/PKP2r1r/8 b - - 0 45,f2c2 b2b3 c2b2 b3a4 b2a2,b,963,5
xa3qY,r5k1/1RR3pp/r3pp2/3p4/p2P4/4P2P/5PP1/6K1 w - - 0 32,c7g7 g8h8 g7h7,w,963,3
BYVvQ,7r/1R1R3p/6p1/1p4Pk/7P/1P5K/r7/8 w - - 1 39,d7h7 h8h7 b7h7,w,964,3
dIryG,8/2R3R1/pr5k/1p1pK1p1/7p/PP2n3/6P1/8 w - - 0 49,g7h7 h6g6 c7g7,w,964,3
vib9a,8/1k1p4/4b3/1pp1Q3/8/R7/P1r3r1/KR6 b - - 3 38,c2a2 a3a2 g2a2,b,964,3
42TiT,8/5pk1/1R4p1/8/P4P2/1P2R1PK/2r2r2/8 b - - 3 47,f2h2 h3g4 f7f5 g4f3 c2f2,b,965,5
Ek7ma,7r/pR1R4/1p3pn1/6pk/1PP5/P3P2P/5PP1/q4NK1 w - - 0 37,d7h7 h8h7 b7h7,w,965,3
lAgI9,r5k1/3RRrp1/p1p2p1p/4b3/4P3/5QP1/q4P1P/6K1 w - - 2 23,e7f7 a2f7 d7f7,w,965,3
L6dtI,6r1/R1R2p1k/1p5p/1b6/5B1K/5N2/6qP/8 w - - 0 37,c7f7 g8g7 f7g7 g2g7 a7g7,w,966,5
Nth92,2R2Q2/3k1p2/4p3/3nP3/3P4/5N1P/rq4r1/4R2K b - - 1 34,g2h2 f3h2 b2h2,b,966,3
VbqPa,2r3rk/R3R3/1p3nBb/8/3N4/5P1P/1q4P1/7K w - - 0 34,e7h7 f6h7 a7h7,w,966,3
koCA1,8/5k1B/P3n2K/4P3/2pP2P1/2P5/4rr2/R6R b - - 2 45,f2h2 h1h2 e2h2,b,966,3
mz154,7k/6p1/1p5p/1R1B4/8/2P3Q1/PPqr1r1P/6RK b - - 7 34,f2h2 g3h2 d2h2,b,967,3
79uEU,6k1/5p2/4b2p/6pP/4P3/6N1/r1rR1PP1/3R2K1 b - - 3 26,c2d2 d1d2 a2d2,b,968,3
T7KAS,6k1/pR5p/6p1/8/8/1P5P/P1r2rP1/R5K1 b - - 0 30,f2g2 g1h1 g2h2,b,968,3
q9lWo,r4r1k/1R4R1/p5p1/1p2np2/4p3/7P/1PP2PP1/6K1 w - - 3 32,g7h7 h8g8 b7g7,w,968,3
u09pk,2r2k1r/2pRR3/p2p4/1p1Pp3/4P2P/8/PP6/7K w - - 1 35,e7f7 f8g8 f7g7,w,968,3
ylSgS,6r1/2R1Rp2/pk1p1P2/3p2B1/1P1n1P1p/P2q3P/1P4P1/6K1 w - - 1 29,c7b7 b6c6 e7c7,w,969,3
QyCXk,8/7p/1p1P2k1/p4p1p/4pP1K/PP4P1/2r2r1P/3R3R b - - 0 47,f2h2 h1h2 c2h2,b,970,3
XBQSR,6k1/5p2/NpP1p1pp/4P3/8/6P1/1r1rB2P/4R1K1 b - - 0 31,d2e2 e1e2 b2e2,b,970,3
2uw2q,3rk3/1RR2pbp/2p1p1p1/8/4P3/6P1/3r1PKP/8 w - - 0 32,c7e7 e8f8 e7f7 f8g8 f7g7,w,971,5
GQlWd,5r1k/R5R1/8/8/5p2/8/2r3PK/8 w - - 10 50,g7h7 h8g8 a7g7,w,971,3
aX677,6r1/R4R2/4p1pk/2r2p2/8/6P1/5PK1/8 w - - 0 45,f7h7 h6g5 f2f4 g5f6 a7f7,w,971,5
tMSEy,8/3R4/6R1/4k3/6P1/5P1K/2r3r1/8 b - - 0 43,g2h2 h3g3 c2g2,b,971,3
